college_Tier,name,avg_Parent_Rank,avg_Student_Rank,pc_Parents_Q1,pc_Parents_Q5,pc_Students_Q1,pc_Students_Q5
Selective - Highly Selective,Missouri Baptist University,0.628569596,0.55231118,6.741219,26.34578,15.289424,19.432226
Selective - Highly Selective,Mississippi State University,0.639501619,0.64645731,8.7002136,36.574519,8.893051,36.59119
Selective - Highly Selective,Misericordia  University,0.622135716,0.67221808,7.5679623,27.486372,6.9841318,40.791941
Selective - Highly Selective,Minot State University,0.521876166,0.59268612,9.3943574,11.861095,9.1831557,23.68203
Selective - Highly Selective,Milwaukee School Of Engineering,0.666060305,0.79528409,3.7639569,32.116771,5.1234428,67.922616
Selective - Highly Selective,Mills College,0.615199106,0.59870458,10.617122,33.722192,12.733206,31.284636
Selective - Highly Selective,Millikin University,0.685176161,0.66174918,4.2920053,38.473058,7.0097238,36.981022
Selective - Highly Selective,Milligan College,0.654452524,0.58506191,5.3851921,33.308947,11.186236,24.184918
Selective - Highly Selective,Millersville University Of Pennsylvania,0.67118592,0.63800585,4.0353917,35.425419,8.9353755,32.081455
Selective - Highly Selective,Midwestern State University,0.565699844,0.5903976,9.0290539,19.955915,11.184993,26.388308
Selective - Highly Selective,Middle Tennessee State University,0.644237612,0.58243614,6.4635821,33.118981,11.095935,23.954584
Selective - Highly Selective,Midamerica Nazarene University,0.62417095,0.55043,5.1814739,25.287446,13.463478,23.441401
Selective - Highly Selective,Michigan Technological University,0.690617777,0.74532765,3.7419125,40.972018,6.9665499,60.614365
Selective - Highly Selective,Michigan State University,0.746997776,0.68983477,4.0914696,55.61347,8.524549,46.468624
Selective - Highly Selective,Miami University,0.757368796,0.67825121,2.7586438,54.31596,9.5388472,44.099534
Selective - Highly Selective,Metropolitan State University Of Denver,0.634741086,0.57065833,6.8545178,32.738912,12.038293,24.341692
Selective - Highly Selective,Methodist University,0.544780206,0.59622675,14.348197,21.922699,10.10327,27.131736
Selective - Highly Selective,Merrimack College,0.73461095,0.70614052,2.8875593,48.807988,7.2223946,50.200969
Selective - Highly Selective,Meredith College,0.709491741,0.55169648,3.9217688,48.980635,16.454586,24.042176
Selective - Highly Selective,Mercer University,0.645917163,0.64640081,7.8222878,36.007208,9.8949358,39.005172
Selective - Highly Selective,McPherson College,0.532404151,0.60041589,11.640731,18.517393,7.3478937,21.220765
Selective - Highly Selective,MCP Hahnemann And Drexel Universities,0.660826582,0.73329681,6.6638768,38.538656,8.1123561,58.593082
Selective - Highly Selective,Mcneese State University,0.568056427,0.57699168,12.7929,22.720316,12.687761,26.422819
Selective - Highly Selective,McMurry University,0.575222879,0.62428099,13.607913,21.832472,7.6926455,28.523266
Selective - Highly Selective,McKendree University,0.615521068,0.63655567,5.2338958,26.728985,7.1195535,32.586175
Selective - Highly Selective,McDaniel College,0.710535726,0.68718112,3.8575314,47.293708,7.7477276,44.785881
Selective - Highly Selective,Mayville State University,0.54158201,0.60751384,8.0179065,11.481656,8.5906915,23.674095
Selective - Highly Selective,Master's College & Seminary,0.646028705,0.52699727,4.7092639,35.885477,24.106357,31.645176
Selective - Highly Selective,Massachusetts Maritime Academy,0.717831588,0.81431878,3.2541201,45.362127,4.7647305,73.596007
Selective - Highly Selective,Massachusetts Institute Of Technology,0.770349455,0.8121534,5.1078737,62.234056,7.1288623,72.573996
Selective - Highly Selective,Massachusetts College Of Liberal Arts,0.614387206,0.58111972,7.5052224,28.171211,8.3908096,21.456486
Selective - Highly Selective,Marywood University,0.602015657,0.61649495,6.5572619,26.950538,9.1272011,24.840379
Selective - Highly Selective,Maryville University Of Saint Louis,0.673380728,0.63888532,5.0688721,36.378866,10.714503,35.69144
Selective - Highly Selective,Maryville College,0.623852773,0.60782284,7.8739405,31.985399,8.6030558,25.898173
Selective - Highly Selective,Marymount University,0.640452363,0.64025611,9.5781386,39.17371,12.338258,38.562101
Selective - Highly Selective,Marymount Manhattan College,0.625307288,0.57498765,11.929654,39.962906,13.411267,30.260718
Selective - Highly Selective,Marshall University,0.590342109,0.5673905,9.4283551,24.281761,13.386248,24.133405
Selective - Highly Selective,Mars Hill University,0.569178383,0.55378902,11.644681,22.5077,11.53117,18.736133
Selective - Highly Selective,Marquette University,0.771321915,0.73605627,2.7533337,58.340454,6.6018626,55.288649
Selective - Highly Selective,Marist College,0.735880235,0.72002411,4.8714951,55.318183,7.8901991,54.765242
Selective - Highly Selective,Marietta College,0.65916758,0.66735601,4.7963165,30.749768,6.9861665,40.020818
Selective - Highly Selective,"Marian University of Fond Du Lac, WI",0.626444092,0.60400617,5.793852,25.181755,7.3045924,22.652507
Selective - Highly Selective,Mansfield University Of Pennsylvania,0.557466201,0.58146697,8.5311294,17.888875,9.8813124,21.696734
Selective - Highly Selective,Manhattanville College,0.66985989,0.65758282,8.4173411,40.920728,11.610396,42.276067
Selective - Highly Selective,Manchester University,0.623663223,0.61836237,4.3079164,26.21958,7.5950779,23.804238
Selective - Highly Selective,Malone University,0.60204359,0.56865132,5.719481,22.17702,13.047126,21.77527
Selective - Highly Selective,Maine Maritime Academy,0.620261527,0.77693838,7.5922795,31.632191,7.3072888,65.588558
Selective - Highly Selective,MacMurray College,0.564755394,0.60249072,10.306915,20.896295,7.7656724,23.650214
Selective - Highly Selective,Lycoming College,0.636709874,0.6613934,4.2095877,27.15815,8.1507906,36.146364
Selective - Highly Selective,Luther College,0.712162163,0.66607547,3.0563246,42.846406,6.8880558,37.268895
Selective - Highly Selective,Loyola University New Orleans,0.719631805,0.62407303,5.4181024,51.3924,10.117561,34.134674
Selective - Highly Selective,Loyola University Maryland,0.819321015,0.75953937,1.6884405,67.96509,7.4604161,61.900854
Selective - Highly Selective,Loyola University Chicago,0.677723968,0.68212032,8.1878081,42.981786,10.756095,47.918379
Selective - Highly Selective,Loyola Marymount University,0.749116748,0.68718237,5.359913,57.917821,11.434958,50.404692
Selective - Highly Selective,Louisiana Tech University,0.600507443,0.62514597,10.710856,29.135513,10.769688,33.874148
Selective - Highly Selective,Louisiana State University System,0.654579996,0.63605243,8.6616978,38.961095,11.183837,37.573129
Selective - Highly Selective,Louisiana State University In Shreveport,0.533798333,0.5604012,15.701525,20.037565,14.212117,23.53963
Selective - Highly Selective,Louisiana College,0.603858088,0.59774715,8.8761888,29.04678,12.577778,27.824157
Selective - Highly Selective,Loras College,0.689884614,0.67413801,2.9453579,35.41289,5.4043494,35.069335
Selective - Highly Selective,Longwood University,0.715995588,0.62629873,3.0979123,46.59186,9.4447955,27.516556
Selective - Highly Selective,Long Island University System,0.512487953,0.60101771,18.595895,23.77629,12.886088,33.222592
Selective - Highly Selective,Lock Haven University Of Pennsylvania,0.590217602,0.60967225,6.9060914,21.052067,7.38452,23.175079
Selective - Highly Selective,Lipscomb University,0.715688243,0.60366315,4.2069241,46.61403,12.89053,31.066671
Selective - Highly Selective,Linfield College,0.708682363,0.66692847,4.1145243,45.25246,8.0897644,41.33243
Selective - Highly Selective,Lindsey Wilson College,0.43372037,0.48994029,21.113291,7.9879113,12.887999,11.482371
Selective - Highly Selective,Lindenwood University,0.661912632,0.6001358,4.4491604,32.49346,8.911933,24.92349
Selective - Highly Selective,"Lincoln University of Lincoln University, PA",0.435932414,0.57497019,20.534585,10.299093,11.708714,24.580142
Selective - Highly Selective,Limestone College,0.565081575,0.57643598,11.880223,23.335859,7.8229778,18.33609
Selective - Highly Selective,Lewis University,0.665443353,0.67347991,5.7522953,37.959164,7.4493982,42.343199
Selective - Highly Selective,Lewis & Clark College,0.722175953,0.61407632,5.1261608,53.369141,10.291579,32.780612
Selective - Highly Selective,Letourneau University,0.624903785,0.67023832,8.9892775,29.065591,11.487786,44.480762
Selective - Highly Selective,Lesley University,0.668882754,0.52087611,7.7693194,42.05339,16.408136,19.18717
Selective - Highly Selective,Lenoir-Rhyne University,0.659730563,0.61094898,6.0815379,33.649707,9.7771019,28.174025
Selective - Highly Selective,Lee University,0.595494231,0.53170145,8.7299451,25.567141,16.112271,19.602609
Selective - Highly Selective,Lebanon Valley College,0.692165132,0.67441291,3.7419308,35.652277,6.2423564,36.30425
Selective - Highly Selective,Lawrence University Of Wisconsin,0.724597753,0.62971735,4.5872759,49.786705,9.4320476,33.187446
Selective - Highly Selective,Lawrence Technological University,0.656993807,0.69739151,7.7243477,38.750723,7.3921286,48.855227
Selective - Highly Selective,Langston University,0.38124716,0.48101056,29.319191,7.3391698,14.609273,11.366867
Selective - Highly Selective,Lander University,0.613085949,0.57059693,7.7214658,28.288969,9.419395,17.509273
Selective - Highly Selective,Lamar University,0.571350275,0.60104376,13.572988,24.250576,12.332927,31.893981
Selective - Highly Selective,Lakeland College,0.572307489,0.60310638,9.2644028,18.49895,7.9407871,22.773865
Selective - Highly Selective,Lake Superior State University,0.586552379,0.57547873,8.4555775,21.942136,9.8374695,23.119819
Selective - Highly Selective,Lake Erie College,0.594204398,0.52582061,9.2986345,22.829092,11.927559,12.873302
Selective - Highly Selective,Lagrange College,0.69467653,0.59117508,5.1301349,40.714213,9.7174183,23.446783
Selective - Highly Selective,La Sierra University,0.606475451,0.61742145,11.186931,32.002035,13.682382,36.735979
Selective - Highly Selective,La Salle University,0.696405507,0.72754329,4.2639773,42.336154,7.0872024,53.914332
Selective - Highly Selective,La Roche College,0.604504055,0.60358208,8.9604959,25.545496,10.77631,29.192972
Selective - Highly Selective,Kutztown University Of Pennsylvania,0.672172513,0.62204301,4.3335348,35.422474,8.6949684,28.188443
Selective - Highly Selective,Knox College,0.691516248,0.64277667,4.2475175,42.236274,7.860969,33.533195
Selective - Highly Selective,"King's College of Wilkes-Barre, PA",0.657962289,0.69871038,4.3402076,35.113117,5.2687075,44.888425
Selective - Highly Selective,King University,0.592660032,0.57332599,7.4696749,26.821834,14.191589,23.399638
Selective - Highly Selective,Keystone College,0.488753061,0.51220578,15.415059,11.691077,13.110413,13.946941
Selective - Highly Selective,Keuka College,0.533764423,0.62914956,12.792821,17.119795,7.4857742,26.018342
Selective - Highly Selective,Kettering University,0.692193724,0.83900541,4.1647803,40.413493,4.1676506,80.211282
Selective - Highly Selective,Kentucky Wesleyan College,0.599487355,0.6087538,8.7404713,23.384351,10.28574,27.850062
Selective - Highly Selective,Kentucky State University,0.469510708,0.51825672,18.195711,12.473559,10.451794,12.609509
Selective - Highly Selective,Kentucky Christian University,0.617490688,0.5045681,4.5202423,20.345978,14.353268,14.390025
Selective - Highly Selective,Kent State University,0.603592129,0.57841522,6.8991691,22.944519,10.828304,23.390926
Selective - Highly Selective,Kennesaw State University,0.685888532,0.56603056,4.9236793,41.0577,14.24073,25.017828
Selective - Highly Selective,Keene State College,0.685010419,0.61919016,4.7357902,39.547849,8.6553492,27.243561
Selective - Highly Selective,Kean University,0.587649464,0.64273107,11.098741,28.921139,9.9766381,36.982313
Selective - Highly Selective,Kansas State University,0.671222447,0.65586811,4.2821653,35.916877,9.0200402,38.406122
Selective - Highly Selective,Kalamazoo College,0.784664682,0.682895,2.6910778,65.11867,8.6901873,45.954859
Selective - Highly Selective,Juniata College,0.679572433,0.68216825,4.5758195,35.373628,7.6461554,41.769695
Selective - Highly Selective,Judson University,0.645442595,0.54955882,6.1773848,28.833148,15.662499,22.103661
Selective - Highly Selective,Johnson & Wales University,0.580852968,0.56981134,11.738681,28.125337,10.787608,23.037007
Selective - Highly Selective,John Carroll University,0.722235911,0.70590144,3.4117755,44.995043,8.5647337,48.441353
Selective - Highly Selective,James Madison University,0.795031533,0.70458609,1.8523922,64.480901,8.7177634,50.210953
Selective - Highly Selective,Jacksonville State University,0.541662636,0.54711288,12.68723,18.213928,12.341137,16.745001
Selective - Highly Selective,Jackson State University,0.377055552,0.54825926,30.50558,7.3976681,8.0176875,15.765789
Selective - Highly Selective,Ithaca College,0.746990234,0.68663323,3.8133666,54.05848,7.6900214,44.684467
Selective - Highly Selective,Iowa State University Of Science & Technology,0.675687239,0.69768214,3.684026,36.631617,7.1188971,45.437941
Selective - Highly Selective,Iona College,0.661688199,0.69227666,7.7935554,41.115177,10.508942,50.764251
Selective - Highly Selective,Indiana University System,0.689946928,0.61015254,5.2903257,41.997385,10.807659,31.082645
Selective - Highly Selective,Indiana University Of Pennsylvania,0.59152878,0.59639502,8.5638985,24.266335,10.48235,25.888544
Selective - Highly Selective,Indiana State University,0.615690768,0.59111696,6.7021549,26.165208,9.5910579,23.480454
Selective - Highly Selective,Immaculata University,0.667635937,0.60715461,5.7326242,34.858164,12.788607,29.596511
Selective - Highly Selective,Illinois Wesleyan University,0.771497707,0.72663271,1.9974636,58.389509,5.6787185,52.664173
Selective - Highly Selective,Illinois State University,0.723499858,0.67510861,3.2154523,47.239238,7.8427985,39.918733
Selective - Highly Selective,Illinois Institute Of Technology,0.647781125,0.76916295,6.0009461,33.567494,6.9692075,66.560066
Selective - Highly Selective,Illinois College,0.622416212,0.63601446,5.8748573,26.823276,6.0556214,29.632914
Selective - Highly Selective,Idaho State University,0.564926517,0.51970506,8.8939138,16.853359,16.601335,21.162732
Selective - Highly Selective,Husson University,0.510125169,0.56584477,13.390735,11.287837,9.7730197,21.596262
Selective - Highly Selective,Huntingdon College,0.639147923,0.59736621,5.9995335,33.883885,10.187546,24.736066
Selective - Highly Selective,Humboldt State University,0.655456808,0.55708909,8.8256046,41.100883,14.011642,26.232934
Selective - Highly Selective,Howard University,0.590201954,0.65322775,10.792967,30.14667,10.671449,43.531144
Selective - Highly Selective,Howard Payne University,0.556000079,0.57601857,10.496196,20.264721,12.032515,22.920537
Selective - Highly Selective,Houston Baptist University,0.642118196,0.59748489,8.9184508,37.329257,16.849776,33.250734
Selective - Highly Selective,Houghton College,0.628683926,0.56044495,6.7841403,32.376707,14.051095,23.069385
Selective - Highly Selective,Hope College,0.75060109,0.6421693,2.4616366,52.302843,9.0593792,35.987681
Selective - Highly Selective,Holy Family University,0.614838218,0.63741577,6.2232889,25.217652,10.899842,36.347443
Selective - Highly Selective,Hollins University,0.711363455,0.56732374,4.687259,49.949116,12.964895,23.806942
Selective - Highly Selective,Hofstra University,0.692248497,0.68378055,7.0405014,46.970254,10.736734,49.846226
Selective - Highly Selective,Hiram College,0.605081889,0.63453603,6.4393327,21.494164,8.9674696,30.500975
Selective - Highly Selective,Hilbert College,0.54406558,0.60770637,11.998915,15.984544,8.4931687,28.11909
Selective - Highly Selective,High Point University,0.628405774,0.62054551,8.2739033,34.608853,9.6629977,31.826204
Selective - Highly Selective,Henderson State University,0.529191253,0.58324295,13.540597,18.042962,10.051535,22.332647
Selective - Highly Selective,Heidelberg University,0.608485975,0.63707584,5.7620641,24.45378,7.0815794,29.665342
Selective - Highly Selective,Hawaii Pacific University,0.550627037,0.59666204,13.375214,24.22934,12.898697,30.75369
Selective - Highly Selective,Hastings College,0.64153745,0.64889324,5.0670542,31.590843,7.5673804,32.694793
Selective - Highly Selective,Harvard University,0.819640773,0.76780713,3.0466165,70.252132,9.1732882,65.153456
Selective - Highly Selective,Hartwick College,0.670922898,0.65335083,5.7250563,40.511656,9.0662934,39.945644
Selective - Highly Selective,Hardin-Simmons University,0.653156111,0.60332167,5.9579693,35.38602,12.32129,31.617954
Selective - Highly Selective,Hanover College,0.743936924,0.65755254,2.5576184,49.815309,7.1922295,37.243685
Selective - Highly Selective,Hannibal - Lagrange University,0.564886519,0.52344412,5.8400009,17.509484,13.476044,16.98557
Selective - Highly Selective,Hampshire College,0.72355126,0.53371233,5.7154361,52.650028,14.102262,21.963173
Selective - Highly Selective,Hampden Sydney College,0.793553524,0.72805804,1.6432583,64.775056,6.5275423,54.126477
Selective - Highly Selective,Hamline University,0.680207301,0.6560505,4.6895918,37.117094,8.3354287,35.80845
Selective - Highly Selective,Gwynedd Mercy University,0.663794972,0.68861669,5.6664504,35.719717,6.9815636,47.882032
Selective - Highly Selective,Gustavus Adolphus College,0.747944316,0.71228671,2.1438349,51.903963,6.4804271,47.411871
Selective - Highly Selective,Grinnell College,0.764230049,0.6582756,3.5332449,58.888239,9.0398118,39.368981
Selective - Highly Selective,Greensboro College,0.674879995,0.58251971,5.5818897,37.562186,11.442451,20.259346
Selective - Highly Selective,Green Mountain College,0.647680868,0.53338164,8.5614152,35.727978,13.212293,17.076126
Selective - Highly Selective,Grand View University,0.569282078,0.59482169,7.8206643,18.520811,8.0774717,23.083735
Selective - Highly Selective,Grand Valley State University,0.688965975,0.61749804,3.3914097,37.257573,9.331356,29.450148
Selective - Highly Selective,Grambling State University,0.357170331,0.5399332,34.357506,7.8729615,8.7701499,16.885045
Selective - Highly Selective,Grace College And Theological Seminary,0.583996843,0.50491297,6.753169,20.182452,20.113969,18.127555
Selective - Highly Selective,Goucher College,0.713402793,0.61323822,6.165674,48.727846,11.047113,33.30313
Selective - Highly Selective,Goshen College,0.652461384,0.5892545,4.634095,30.611932,10.810608,24.90692
Selective - Highly Selective,Gordon College,0.693102514,0.56443638,4.5012005,40.283841,16.449158,29.638773
Selective - Highly Selective,Gonzaga University,0.761233553,0.69809091,2.698392,55.036795,9.1422677,49.517766
Selective - Highly Selective,Gettysburg College,0.795637896,0.71904391,1.8628128,61.800915,8.7448299,52.898437
Selective - Highly Selective,Georgian Court University,0.609470495,0.59551227,9.3659356,31.114793,12.750183,26.622793
Selective - Highly Selective,Georgia State University,0.612789696,0.59146136,9.3061909,32.695433,12.405466,28.554741
Selective - Highly Selective,Georgia Southwestern State University,0.561155016,0.57804483,12.420161,21.356851,10.403144,19.797166
Selective - Highly Selective,Georgia Southern University,0.632503365,0.60933268,8.6741522,34.862846,10.096179,28.02555
Selective - Highly Selective,Georgia Institute Of Technology,0.762623755,0.78759992,3.2330997,58.634228,7.133162,69.279766
Selective - Highly Selective,Georgia College & State University,0.671297848,0.59656423,6.1524745,38.377234,10.456787,24.61701
Selective - Highly Selective,Georgetown College,0.684499607,0.64916283,5.1683106,39.857748,8.1664547,36.52499
Selective - Highly Selective,George Mason University,0.693783247,0.69400525,6.1455533,47.925276,10.241915,50.626308
Selective - Highly Selective,Geneva College,0.599514883,0.57011944,5.9030667,21.799095,15.011296,27.332217
Selective - Highly Selective,Gardner - Webb University,0.622917517,0.58107734,6.982521,30.233043,10.235807,22.850324
Selective - Highly Selective,Gannon University,0.621848783,0.67716718,6.8104059,27.129474,6.9979519,40.707394
Selective - Highly Selective,Furman University,0.806631404,0.65742642,2.2132641,68.214035,11.799438,41.970924
Selective - Highly Selective,Friends University,0.616726087,0.56401068,6.5962031,27.64239,10.354576,20.11155
Selective - Highly Selective,Freed Hardeman University,0.598860862,0.55978584,6.5569624,20.514782,13.780954,23.848478
Selective - Highly Selective,Franklin Pierce University,0.630810468,0.60509735,7.7550322,31.503406,9.2135668,26.194689
Selective - Highly Selective,Franklin College Of Indiana,0.644365087,0.64370984,4.8893746,30.389383,7.5756945,30.194581
Selective - Highly Selective,Franciscan University Of Steubenville,0.709836716,0.50892764,3.6558274,43.540993,25.591961,23.887217
Selective - Highly Selective,Francis Marion University,0.537858471,0.56778264,14.397457,19.314209,9.4946384,19.66615
Selective - Highly Selective,Fort Valley State University,0.424966906,0.53492987,23.707381,9.9588297,10.170458,17.146087
Selective - Highly Selective,Fort Lewis College,0.654771556,0.5524922,7.3559597,38.287786,12.844825,22.356999
Selective - Highly Selective,Fort Hays State University,0.567175427,0.5989694,7.2559156,16.705993,8.4821604,24.123576
Selective - Highly Selective,Fordham University,0.706998856,0.71979797,7.6365903,51.047134,9.1349877,56.939757
Selective - Highly Selective,Florida State University,0.682227456,0.65130919,6.3315511,43.91689,10.241307,39.059001
Selective - Highly Selective,Florida Southern College,0.638904493,0.60215473,7.7357441,32.788497,10.144988,27.031493
Selective - Highly Selective,Florida Institute Of Technology,0.64837331,0.71618438,7.3299572,35.002714,7.4328892,53.903526
Selective - Highly Selective,Florida Gulf Coast University,0.600089988,0.5995844,8.4213451,27.803594,10.962434,28.099224
Selective - Highly Selective,Florida Atlantic University,0.590164636,0.59683084,11.623573,30.452433,13.458224,29.758221
Selective - Highly Selective,Florida Agricultural & Mechanical University,0.503448825,0.60998654,15.397835,19.331411,9.3921646,29.742587
Selective - Highly Selective,Fitchburg State University,0.647207268,0.64355063,5.6541305,31.676543,7.4340157,34.027541
Selective - Highly Selective,Ferrum College,0.568565143,0.59054875,11.282829,23.612091,8.804211,24.306738
Selective - Highly Selective,Ferris State University,0.610509248,0.6239993,9.1469407,28.086621,9.1355294,32.982373
Selective - Highly Selective,Felician College,0.563436555,0.59656173,12.820391,24.968073,11.361425,27.196524
Selective - Highly Selective,Fayetteville State University,0.397006038,0.50739497,25.220099,6.6244714,11.639696,12.306057
Selective - Highly Selective,Faulkner University,0.508677815,0.48541725,16.254693,16.509181,17.314348,13.771173
Selective - Highly Selective,Fashion Institute Of Technology,0.595690816,0.56278616,12.86495,33.162078,19.706789,33.394089
Selective - Highly Selective,Fairleigh Dickinson University,0.622980018,0.64614016,9.5446497,36.243075,11.614285,41.752875
Selective - Highly Selective,Fairfield University,0.820382518,0.75893283,2.4959581,69.445372,9.1529787,63.065553
Selective - Highly Selective,Evergreen State College,0.68416459,0.5001542,6.618242,43.100536,16.808078,17.643651
Selective - Highly Selective,Evangel University,0.59369308,0.54954159,6.7093924,22.735003,14.187098,21.97533
Selective - Highly Selective,Endicott College,0.720497834,0.66118622,3.760685,48.195869,7.6861292,36.679021
Selective - Highly Selective,Emporia State University,0.612001806,0.58911574,5.7322424,21.707128,8.5031323,20.781098
Selective - Highly Selective,Emory & Henry College,0.625443547,0.62094414,7.1854308,30.940169,9.0352371,27.854508
Selective - Highly Selective,Emerson College,0.745133538,0.63107884,3.9237924,54.833132,10.611778,38.791659
Selective - Highly Selective,Embry-Riddle Aeronautical University,0.656499839,0.75217789,7.2243504,38.758877,5.4262426,58.74505
Selective - Highly Selective,Elon University,0.801888413,0.66412324,2.0629592,66.194928,9.7936541,39.353025
Selective - Highly Selective,Elizabethtown College,0.697525247,0.67839539,2.7147356,39.505708,8.4413722,42.144322
Selective - Highly Selective,Edinboro University Of Pennsylvania,0.584359222,0.55570668,8.1304699,19.392899,10.704178,16.826966
Selective - Highly Selective,Edgewood College,0.667647929,0.60667574,5.9073351,36.592734,9.7119555,27.367702
Selective - Highly Selective,Eastern Washington University,0.632479617,0.61059248,6.8264976,29.271877,11.224128,30.424607
Selective - Highly Selective,Eastern University,0.670930393,0.54053748,4.4532068,37.301457,15.49949,22.231211
Selective - Highly Selective,Eastern Oregon University,0.578908588,0.57686985,10.578898,22.453114,12.698786,23.668313
Selective - Highly Selective,Eastern New Mexico University,0.431199757,0.49690107,22.382048,9.966889,17.764139,15.971908
Selective - Highly Selective,Eastern Nazarene College,0.618000513,0.55318338,7.5436167,26.904789,12.137201,22.765574
Selective - Highly Selective,Eastern Michigan University,0.674306469,0.58984917,6.1472073,40.657747,11.101003,24.890816
Selective - Highly Selective,Eastern Kentucky University,0.54090643,0.54916871,14.080454,19.379745,12.183391,18.152675
Selective - Highly Selective,Eastern Illinois University,0.693926933,0.64841032,3.730486,40.162379,8.5461847,34.199828
Selective - Highly Selective,Eastern Connecticut State University,0.66792227,0.64641625,4.3887377,36.945647,6.9567949,33.063406
Selective - Highly Selective,East Texas Baptist University,0.569181538,0.57371753,10.71303,22.488633,13.57934,23.027539
Selective - Highly Selective,East Tennessee State University,0.583928187,0.5528512,10.34819,24.445795,12.654045,20.507486
Selective - Highly Selective,East Stroudsburg University Of Pennsylvania,0.633879015,0.6223231,6.731233,30.77144,9.1723658,30.823648
Selective - Highly Selective,East Carolina University,0.668644038,0.62338138,6.1542444,39.377409,9.2714295,29.443657
Selective - Highly Selective,Duquesne University Of The Holy Spirit,0.711957892,0.71640044,4.1523315,45.370054,7.3313154,50.796795
Selective - Highly Selective,Duke University,0.830458482,0.78762174,3.180375,71.712601,8.3236635,68.429685
Selective - Highly Selective,Drury University,0.584441931,0.56912273,11.019837,28.633609,13.028184,24.965852
Selective - Highly Selective,Drew University,0.767171586,0.69433767,4.0804565,62.414169,8.0590121,50.003052
Selective - Highly Selective,Drake University,0.731984745,0.72266442,3.6516391,48.534265,7.5368419,51.098478
Selective - Highly Selective,Dowling College,0.565657182,0.62771046,16.336198,29.554084,11.921602,38.82829
Selective - Highly Selective,Dordt College,0.633071362,0.56032425,3.7580971,25.075173,16.654307,27.976012
Selective - Highly Selective,Dominican University,0.640001364,0.63895571,6.072709,33.915791,10.363646,37.150732
Selective - Highly Selective,Doane College,0.602734635,0.66584432,5.8835037,24.35378,6.2326506,35.495037
Selective - Highly Selective,Dillard University,0.41637716,0.59173489,24.772984,10.568531,7.9494491,22.813453
Selective - Highly Selective,Dickinson State University,0.482207663,0.62283009,13.897127,8.9801908,8.4367231,30.336851
Selective - Highly Selective,DePauw University,0.754285738,0.6995616,2.425099,54.97185,8.3492547,47.707725
Selective - Highly Selective,Depaul University,0.682105407,0.66893345,6.6376403,44.366747,10.653347,45.719755
Selective - Highly Selective,Denison University,0.792447117,0.69591528,3.1097684,64.524221,7.3072471,46.391523
Selective - Highly Selective,Delaware Valley College Of Science & Agriculture,0.6513936,0.651106,6.2112503,34.014601,7.574819,34.221834
Selective - Highly Selective,Davis & Elkins College,0.55558671,0.53324074,10.979949,24.308641,14.061873,19.59302
Selective - Highly Selective,Dartmouth College,0.831228554,0.76683617,2.7713936,71.071732,7.5941086,63.327718
Selective - Highly Selective,Dallas Baptist University,0.643214237,0.57328808,6.0558893,32.433867,14.827488,27.171516
Selective - Highly Selective,Daemen College,0.584341951,0.61420691,10.852973,26.427186,8.8387534,26.985377
Selective - Highly Selective,D'Youville College,0.553815241,0.64022744,14.159825,22.442463,7.119935,38.876045
Selective - Highly Selective,Curry College,0.688045011,0.59097224,6.4112388,45.171523,12.523721,28.904065
Selective - Highly Selective,CUNY York College,0.355483376,0.56992602,30.660444,6.03728,12.935716,22.7005
Selective - Highly Selective,CUNY Queens College,0.522337238,0.62943792,20.142742,25.389493,14.13482,42.5928
Selective - Highly Selective,CUNY Medgar Evers College,0.338324204,0.53025568,30.484688,4.2538427,11.8123,17.328684
Selective - Highly Selective,CUNY Lehman College,0.341188916,0.60539794,36.707491,6.9222383,11.072759,29.562196
Selective - Highly Selective,CUNY John Jay College Of Criminal Justice,0.405763138,0.6412642,27.158952,11.60467,10.689215,37.854564
Selective - Highly Selective,CUNY Hunter College,0.466722665,0.61823165,21.163614,17.545889,13.004062,36.852458
Selective - Highly Selective,CUNY Brooklyn College,0.476604588,0.61369479,23.247004,19.841042,15.215319,39.637917
Selective - Highly Selective,CUNY Bernard M. Baruch College,0.42644337,0.69869983,27.632242,13.700163,9.679132,52.175194
Selective - Highly Selective,Cumberland University,0.540093802,0.58177781,13.668558,20.726427,9.7072177,21.167171
Selective - Highly Selective,Culver-Stockton College,0.59198031,0.60911143,7.4048199,20.468523,6.9341592,23.233959
Selective - Highly Selective,Covenant College,0.655299632,0.52500248,7.2564371,35.730332,18.996462,24.429175
Selective - Highly Selective,Cornerstone University,0.638633271,0.50455505,3.950521,27.197888,18.96162,17.930691
Selective - Highly Selective,Cornell University,0.769540584,0.77441031,4.8977412,62.060207,8.1705868,66.479242
Selective - Highly Selective,Corban University,0.627553645,0.52840483,4.5662422,23.436241,15.516691,20.178787
Selective - Highly Selective,Converse College,0.645071457,0.52542156,7.8901567,34.558004,16.182052,14.222899
Selective - Highly Selective,"Concordia University of Seward, NE",0.603925692,0.57449234,4.0935021,23.45451,8.4411055,25.576106
Selective - Highly Selective,"Concordia University of River Forest, IL",0.637220127,0.56346309,4.7088619,27.751663,14.660871,23.69687
Selective - Highly Selective,"Concordia University of Portland, OR",0.645239097,0.59751767,2.0543464,26.012048,12.003463,26.630989
Selective - Highly Selective,"Concordia University of Irvine, CA",0.666680317,0.58319998,5.4093983,38.966319,15.81699,33.003229
